species,strain,treat,day,density,aspect_ratio,size,speed,linearity
Loxo,Loxo_2,C,17.1,152.036144578313,1.63566433566434,2.38834568527572,54.8203496503496,0.50969381763091
Loxo,Loxo_2,C,18,60.9879518072289,1.57428571428571,2.268828608337429,32.8088888888889,0.341025821159745
Loxo,Loxo_2,C,20,39.6265060240964,1.67295454545455,2.3187432856725576,26.4072727272727,0.397858083602559
Loxo,Loxo_2,C,22,45.2168674698795,1.54338983050847,2.304967849093914,19.6864406779661,0.34168518164576
Loxo,Loxo_2,C,24,21.3373493975904,1.61666666666667,2.309115379604278,29.6670833333333,0.414856772517983
Loxo,Loxo_2,C,29,656.144578313253,1.64071095571096,2.377336017302971,62.4892191142191,0.567104558346553
Loxo,Loxo_2,C,31,758.277108433735,1.84903257650543,2.3107739756989485,39.0868608094768,0.370284189161064
Loxo,Loxo_2,C,34,1032.22891566265,1.7312987987988,2.2989853428362252,39.6484234234234,0.396321804906208
Loxo,Loxo_2,C,38,375.349397590361,1.62785894206549,2.3118731642549513,33.418564231738,0.412139695693116
Loxo,Loxo_2,T,2.1,93.3012048192771,1.90054054054054,2.344546447324623,33.174954954955,0.341238022944184
Loxo,Loxo_2,T,3.1,179.722891566265,1.62355670103093,2.401195551040909,43.6256701030928,0.446173139528177
Loxo,Loxo_2,T,5.1,409.132530120482,1.74503667481663,2.3880361565396404,40.6619559902201,0.433049769409088
Loxo,Loxo_2,T,6.1,269.771084337349,1.99131736526946,2.2812444927538467,34.64,0.357601618012946
Loxo,Loxo_2,T,7.1,1033.28915662651,1.78683682771194,2.365659703600346,41.6964357338195,0.435953085837769
Loxo,Loxo_2,T,8,151.469879518072,1.83683908045977,2.3278369530645784,26.4117816091954,0.37219604986881
Loxo,Loxo_2,T,9,169.060240963855,1.87551724137931,2.307192729999006,31.1084236453202,0.400561392645316
Loxo,Loxo_2,T,10,720.698795180723,1.70792223572296,2.351969628223956,42.4175820170109,0.475933356295583
Loxo,Loxo_2,T,11,213.481927710843,1.80808943089431,2.2930907829588194,25.2937398373984,0.353862038257859
Loxo,Loxo_2,T,12,133.566265060241,1.72788321167883,2.2617168580266394,24.5417518248175,0.366651718340723
Loxo,Loxo_2,T,13,159.674698795181,1.74538888888889,2.2660854172348546,20.0503333333333,0.325907858349613
Loxo,Loxo_2,T,14,41.3855421686747,1.7090243902439,2.2735940500388376,26.7553658536585,0.333495542065975
Loxo,Loxo_2,T,15.1,58.6867469879518,1.64407407407407,2.255334159819797,26.7046296296296,0.349996278663303
Loxo,Loxo_2,T,16,22.4819277108434,1.62454545454545,2.2657459289744093,32.96,0.502439256658503
Loxo,Loxo_2,T,17.1,19.3253012048193,1.88971428571429,2.083293715105376,20.836,0.36263408459516
Loxo,Loxo_2,T,18,33.1686746987952,1.77235294117647,2.2337692935590105,16.9970588235294,0.29021892353868
Loxo,Loxo_2,T,20,17.5542168674699,1.58473684210526,2.2796909534733385,24.3247368421053,0.357470847170628
Loxo,Loxo_2,T,24,207.66265060241,1.73122047244094,2.2811167913279435,21.4137795275591,0.36127682897493
Loxo,Loxo_2,T,27,102.771084337349,1.65881944444444,2.083926186761686,23.1844444444444,0.399675212246397
Loxo,Loxo_2,T,29,277.325301204819,1.33343511450382,2.2387597271238238,25.8890839694656,0.397828668026305
Loxo,Loxo_2,T,31,898.325301204819,1.65914975845411,2.2933578994912533,29.8622028985507,0.337013310151437
Loxo,Loxo_2,T,34,274.385542168675,1.64917857142857,2.3528614167895543,38.7199285714286,0.425301485786915
Loxo,Loxo_2,T,38,18.6265060240964,1.623,2.340771199809941,28.2745,0.293391568418902
Loxo,Loxo_2,A,3.1,46.1686746987952,1.75921568627451,2.3528915704842173,35.1925490196078,0.309766937555703
Loxo,Loxo_2,A,4.1,33.8795180722892,1.6175,2.4299105596569417,43.5963888888889,0.391562365586284
Loxo,Loxo_2,A,5.1,87.8433734939759,1.70119565217391,2.446180950606039,28.4692391304348,0.366793763756539
Loxo,Loxo_2,A,6.1,74.7831325301205,1.72638888888889,2.4540288393007357,45.0693055555556,0.507134544055742
Loxo,Loxo_2,A,7.1,58.433734939759,1.99847222222222,2.296056703169919,34.7108333333333,0.33736201603076
Loxo,Loxo_2,A,8.1,120.807228915663,1.70141732283465,2.4238609736284453,42.2614173228346,0.421323874873833
Loxo,Loxo_2,A,9,55.3132530120482,1.58508771929825,2.483954214785638,50.8171929824561,0.463408690078906
Loxo,Loxo_2,A,10,121.180722891566,1.82302521008403,2.3562818921384725,28.5123529411765,0.359498539094644
Loxo,Loxo_2,A,11,200.506024096386,1.84676328502415,2.3297777190353384,24.5833816425121,0.334780011802247
Loxo,Loxo_2,A,12.1,337.228915662651,1.88541310541311,2.2304896050123424,32.9750427350427,0.408656221014008
Loxo,Loxo_2,A,13,58.6144578313253,1.77790322580645,2.2540894273483993,21.6606451612903,0.31050912617156
Loxo,Loxo_2,A,14,82.4096385542169,1.79561797752809,2.283109556006172,25.3343820224719,0.277756810975852
Loxo,Loxo_2,A,15.1,350.048192771084,1.71345205479452,2.362265779556689,32.1720821917808,0.329436394322449
Loxo,Loxo_2,A,16,1265.93975903614,1.66698175787728,2.3867597942854784,83.0018905472637,0.555917170861962
Loxo,Loxo_2,A,17.1,285.240963855422,1.65717857142857,2.3998924203144893,41.3932857142857,0.430319652473744
Loxo,Loxo_2,A,18,172.89156626506,1.63174698795181,2.366399776230783,30.980722891566302,0.363049776009349
Loxo,Loxo_2,A,20,282.228915662651,1.620204778157,2.337827653047379,30.187747440273,0.317340875995226
Loxo,Loxo_2,A,22,132.590361445783,1.42843537414966,2.386419244458365,42.1317006802721,0.482070572829705
Loxo,Loxo_2,A,24,805.373493975904,1.48323995127893,2.381572579819334,45.824652862363,0.42462620464599
Loxo,Loxo_2,A,27,175.481927710843,1.61907317073171,2.174038522779451,34.7331707317073,0.380813904440258
Loxo,Loxo_2,A,29,1201.59036144578,1.44456698741673,2.4594161390912888,54.8877202072539,0.477850329890831
Loxo,Loxo_2,A,34,313.66265060241,1.8381884057971,2.2902070468528177,36.3578019323672,0.331189295386724
Loxo,Loxo_2,A,36,194.518072289157,1.45777777777778,2.4446012804454083,32.9257333333333,0.346448578612807
Loxo,Loxo_2,A,38,142.975903614458,1.73311377245509,2.3042633058277966,29.6765868263473,0.327494089240043
Loxo,Loxo_2,AT,2.1,17.7228915662651,1.58272727272727,2.339636611662541,34.5195454545455,0.342830295508517
Loxo,Loxo_2,AT,4.1,111.915662650602,1.60238095238095,2.4212050137561616,46.5792380952381,0.451618352784189
Loxo,Loxo_2,AT,5.1,89.3132530120482,1.72395061728395,2.4228460945543397,34.1107407407407,0.410775289392482
Loxo,Loxo_2,AT,6.1,61.5421686746988,1.83871428571429,2.3896580903897564,35.892,0.356713952267356
Loxo,Loxo_2,AT,7.1,77.4096385542169,1.75695652173913,2.3562675729627194,34.4294202898551,0.327222314058435
Loxo,Loxo_2,AT,8,395.433734939759,1.80813698630137,2.406834369816269,29.6925205479452,0.396873372892413
Loxo,Loxo_2,AT,9,71.3493975903614,1.70628571428571,2.3454143431069836,24.5438571428571,0.311431295969306
Loxo,Loxo_2,AT,10,185.325301204819,1.74064864864865,2.3647660232164176,42.769027027027,0.395788796366658
Loxo,Loxo_2,AT,11,116.963855421687,1.73464912280702,2.331545209411053,26.8595614035088,0.395432779802848
Loxo,Loxo_2,AT,12.1,131.55421686747,1.69528,2.330414422761015,27.0368,0.395032853711746
Loxo,Loxo_2,AT,13,114.325301204819,1.68185185185185,2.33790220428605,28.8984259259259,0.413800067349
Loxo,Loxo_2,AT,14,83.9638554216867,1.68493670886076,2.3382622760163985,31.9822784810127,0.347448869116751
Loxo,Loxo_2,AT,15.1,139.277108433735,1.66140625,2.3469220627317653,36.39890625,0.408801074535759
Loxo,Loxo_2,AT,16,109.325301204819,1.61830508474576,2.288501781137805,27.5007627118644,0.302251324939369
Loxo,Loxo_2,AT,17.1,92.2048192771084,1.56076923076923,2.3617751431121765,45.7191208791209,0.483344638364828
Loxo,Loxo_2,AT,18,152.132530120482,1.62645161290323,2.3550042465735452,58.4852258064516,0.49151322801851
Loxo,Loxo_2,AT,20,217.024096385542,1.48339285714286,2.390843437208204,50.0066517857143,0.525190889412156
Loxo,Loxo_2,AT,22,216.228915662651,1.5837899543379,2.295749404628817,34.7290867579909,0.400494119713478
Loxo,Loxo_2,AT,24,187.987951807229,1.41989247311828,2.3340777317070556,31.3911827956989,0.415655430175494
Loxo,Loxo_2,AT,29,57.6626506024096,1.63030769230769,2.284414767480167,34.2892307692308,0.394188136878577
Loxo,Loxo_2,AT,31,145.024096385542,1.70078212290503,2.26237100362553,28.214469273743,0.257951687676541
Loxo,Loxo_2,AT,34,291.518072289157,1.65037463976945,2.359435670705884,40.4875216138329,0.378831186794757
Loxo,Loxo_2,AT,36,168.024096385542,1.92085714285714,2.264588669334814,39.3945714285714,0.368869105603026
